E,S,slope,intercept,r,p,stderr
230916,10xdC+,0.1340620865063433,2.3189818363210923,0.8251146387541295,1.7203037129842544e-13,0.013249297959197074
230916,12xdC+,0.04379656153262863,2.6762172035586493,0.41544495266674586,0.002697785584949679,0.013840924802770743
230916,5xdC+,0.10894761988766921,2.121043083852621,0.6576377166835415,2.8382722477409474e-07,0.01820412764768156
230916,a4+gC3FL-,0.3462039198603231,1.9510989258388616,0.918250453253412,6.0795452815652e-21,0.021549914042833285
230916,a4dCmCh+,0.10606421159486668,2.525457141575269,0.6171728933475565,1.8101404770052904e-06,0.019517355524309634
230916,aC2FL+,0.13494334603292735,2.46603089530149,0.5569038749978823,2.666336064483968e-05,0.029048953540544504
230916,aC2dsdC,0.28677023602965046,2.312302381666273,0.8800644251880559,3.863195793764452e-17,0.022333632499163536
230916,b17FL+,0.705963787100985,2.3325632279495276,0.9937865560335407,1.9675276169107384e-47,0.01141232715263383
230916,b17dsdC,0.2574420479458419,2.3721348817075745,0.8023016949986975,2.4772130402223393e-12,0.027646258956654384
230916,gA11dsdC,0.28261217130799404,2.2883543464389016,0.8359101224897605,4.242524831137038e-14,0.02678411261274809
230916,gA3dsdC,0.3201290610198322,2.1677773867414447,0.9309633133898393,1.2170091814157904e-22,0.018121698314826847
230916,gB6dC+,0.4322463485460526,2.1228230035267743,0.9448110732573233,6.609658880124984e-25,0.021633681095650132
230916,gB6dsdC,0.23160999459118425,2.3434460614297223,0.9234512983893948,1.332332661723274e-21,0.013890957836934524
230916,gC3FL+,0.7832868220932617,1.0878947181460914,0.989808176173158,2.7092049379948937e-42,0.016265998353256598
230916,gC3FL-,0.05649102402059439,2.498770007788645,0.6855211849822198,3.958530786753497e-08,0.008659658248153899
230920,10xdC+,0.09305790193089586,2.59314921663908,0.7973898923298121,4.205552792947045e-12,0.010165145820424203
230920,12xdC+,0.08681911298250972,2.6688669495454858,0.42353999655893576,0.002178130192098874,0.026802155582660338
230920,5xdC+,0.025472328790223677,2.877502090425382,0.14892884777210383,0.30196866706198844,0.024411738306930816
230920,a4dCmCh+,0.13578088947987774,2.6400270497672027,0.5484381097005259,3.734871593635518e-05,0.029881058124802764
230920,aC2FL+,0.1260344076445094,2.988310971873705,0.5590076526240577,2.4486255416916356e-05,0.026983010519167596
230920,aC2dsdC,0.3174282569451933,2.23734749326018,0.9074591164955083,1.0527385035302914e-19,0.021212523551807878
230920,b17FL+,0.7750089622170327,2.342725365865597,0.9896933194093108,3.540742652642808e-42,0.01618594076994543
230920,b17dsdC,0.2161240396370337,2.682747023779287,0.8078303211676554,1.3410542328452003e-12,0.022760593007465968
230920,gA11dsdC,0.2689896033281085,2.3752339394562565,0.7567652421069015,2.049164194689212e-10,0.03353693596011223
230920,gA3dsdC,0.31541501250455667,2.1797184521038235,0.9115736124133095,3.705661329330948e-20,0.020533191218949223
230920,gB6dC+,0.5614164114692272,1.8814759556597926,0.9525552114051207,1.915530670606944e-26,0.02589227716335747
230920,gB6dsdC,0.23415196396499696,2.541076395012891,0.9196313323043379,4.10377303384688e-21,0.014434964695538002
230920,gC3FL+,0.801138709338496,1.5794101660180813,0.9902699929885702,8.948211375211646e-43,0.016249726384958932
230920,gC3FL-,0.018756698317497926,3.0959515194830436,0.2378372098755302,0.0962748996900839,0.011056345741962277
230920,gC3dsFL,0.2749870969606629,2.6417268396745843,0.8638460460306725,6.703182811692847e-16,0.023145975819799963
230927,10xdC+,0.07455386930517607,3.1937985058407583,0.5392132044233199,5.337327203795387e-05,0.01680693240465845
230927,12xdC+,0.0563075467744708,3.272076251060133,0.27478852444053153,0.053450822186177596,0.028437983772243564
230927,5xdC+,0.015430982183120749,3.1349307218055813,0.13688006770758607,0.3431909936383186,0.01611853768452186
230927,a4dCmCh+,0.0715287353235897,3.1092027015517165,0.505583489215392,0.00018027778915303213,0.01761837905247978
230927,aC2FL+,0.1342978531767563,3.154291471516024,0.5129823138529415,0.00013942799089422504,0.032436601970171335
230927,aC2dsdC,0.36576572548012115,2.394277394113982,0.9228158674509918,1.6129416382903277e-21,0.02203942183141162
230927,b17FL+,0.7652548078835532,2.5438797437150438,0.9900423303007885,1.55492411905274e-42,0.01570513593786881
230927,b17dsdC,0.2336350995444241,3.100946002846948,0.7762356105874237,3.519670019335674e-11,0.02738859031921669
230927,gA11dsdC,0.29204359787136525,2.621077889793012,0.8902715276710841,5.146766153601665e-18,0.021563852381613697
230927,gA3dsdC,0.3462913147383592,2.4805146240498,0.941293176882128,2.798564158107557e-24,0.017926104494862843
230927,gB6dC+,0.5736173771063605,2.0463646888925955,0.972871847961872,3.5889735050975277e-32,0.01968818073472881
230927,gB6dsdC,0.2191836410172133,3.0556644565930986,0.7841634130542934,1.6322930351286174e-11,0.02503576059551506
230927,gC3FL+,0.7024697504773061,1.9368505963851512,0.9834068952709422,3.0351254680120467e-37,0.01870438771791619
230927,gC3FL-,-0.05987277217312866,3.8018402816892682,-0.44542754385418293,0.0011889942274487238,0.017370366840511606
230927,gC3dsFL,0.19422204815520727,3.3946691360987704,0.7681046454957063,7.498764808381862e-11,0.02336993616570423
230929,a4+gA11dC-,0.2142453751355085,2.1334928673913187,0.7659632807917244,9.105431617180706e-11,0.02595468256235138
230929,a4+gC3FL-,0.3579941326548188,1.5501320937886538,0.8630503151847909,7.637449062859659e-16,0.030242102789933473
230929,a4dCmCh+,0.16477295362935568,1.6376246708889823,0.44554739616708683,0.001184927580625882,0.04778810173967715
230929,gA11dC+,0.6762926433806556,1.5179968860344588,0.9777760660239898,3.1649956529384745e-34,0.02093021404594472
230929,gA11dC-,-0.07477424073798618,2.6445711762425645,-0.6526669305695889,2.803431885056518e-07,0.01252868587375124
230929,gA11dsdC,0.33202377424486557,2.423636510228113,0.8717507592696023,1.75077178187148e-16,0.02693442070684776
230929,gA1dsdC,0.2748219383102605,1.9057936314167214,0.817350695921713,7.793000860637942e-13,0.028256763346901297
230929,gA3dC+,0.6085406244572859,1.7191775467790258,0.9727707277597569,3.9197557435138187e-32,0.02092737652683403
230929,gA3dsdC,0.36273679638334094,2.5598680854467335,0.8994084353148886,7.102152780065803e-19,0.025445090566381882
230929,gB2dC+,0.7023539691917375,1.5773553560681566,0.9718654900386435,8.50632827974001e-32,0.02456900575940423
230929,gB2dsdC,0.2792283999236257,2.6840471141667486,0.8655541077128881,5.051610987422173e-16,0.023319672178299333
230929,gB6FL+,0.47857144722152467,1.706540013302115,0.9296920802331033,1.8585723959804655e-22,0.027367376400473993
230929,gC3FL+,0.7717036101771753,1.7486602536168938,0.9895641756707458,4.7671937528715554e-42,0.0162191580120912
230929,gC3FL-,-0.0375914778297538,2.2013216229742856,-0.44444475293131197,0.0012228144715612556,0.01093616595773685
230929,gC3dsFL,0.2731825257210267,2.748639195865439,0.8343293812708691,5.240247044848488e-14,0.026052905722239804
231011,a4-gC3rdsFL,0.5852793132554702,1.5839597852116571,0.9685321841580893,1.2039007390730865e-30,0.021708662082048386
231011,a4-gC3rdsdC,0.12882970118280349,2.7348625989830677,0.7618058596590953,1.3196996355556458e-10,0.015812321418780244
231011,a4dCdEC6,0.22307585299613428,3.0272124958730204,0.7860373468500158,1.3548047112354695e-11,0.02532229230906725
231011,a4dCmCh+,0.052393272260332684,2.8251497010970663,0.533833313047003,6.541483722238084e-05,0.011978679176258302
231011,aC2dC+,0.10878878301424641,2.8361774959140087,0.44592008798476807,0.0011723613329452157,0.03151844704014816
231011,gA11dC+,0.6380167394538792,1.4453927165696632,0.9653106181883337,1.2045464497419615e-29,0.024909112368536122
231011,gA1dsdC,0.30759541519220174,2.446235109608349,0.8941668650359043,2.2617482426015313e-18,0.022231082735294137
231011,gA3dC+,0.5772734486151576,1.6425983964667044,0.9729602747105289,3.321766859621101e-32,0.019779994359274397
231011,gB2dC+,0.7654380439664905,1.2597684131145055,0.9832991853934755,3.540757871912898e-37,0.020448746449861097
231011,gB2dsdC,0.269006176663542,2.576223054906128,0.9341091873786813,4.1185142369593017e-23,0.014838736247711554
231011,gB6FL+,0.5775419041705012,1.8259012359525895,0.9737248103593298,1.6831646260533517e-32,0.019495881462349846
231011,gC3FL+,0.7289226549284832,1.60255012064265,0.984251838734058,8.739994379634879e-38,0.018895914590943794
231011,gC3FL-,0.004730004936820857,2.9098629939951888,0.05103456353625072,0.7248600467956422,0.01336011716631216
231011,gC3dC+,0.7323658421467493,1.306100584280896,0.9807276275787089,1.0700490744946907e-35,0.021059061908411073
231011,gC3dsdC,0.38683867391721194,2.415253208260147,0.9170083530062533,8.607101725366453e-21,0.02428651330781431
231013,a4-gC3rdsFL,0.6215451989973856,2.2249094695718163,0.9718078130436539,8.929102912039153e-32,0.02176548686021942
231013,a4-gC3rdsdC,0.20300189609467803,2.8626848630814936,0.895397621923037,1.7327020868915253e-18,0.014570836460608154
231013,a4dCdEC6,0.3016794122239735,3.174795152883021,0.911378549702478,3.898144112894696e-20,0.019663871713529065
231013,a4dCmCh+,0.09383412673860453,3.430816823485195,0.4028116889084579,0.0037288132988573188,0.030774674678192053
231013,aC2dC+,0.05787647688914755,3.6256427435157814,0.4211121430617321,0.0023237622649987856,0.01799264859405133
231013,gA11dC+,0.550696793812103,2.2755925911698944,0.9581814343397226,9.866609410623826e-28,0.02373860578064058
231013,gA1dsdC,0.2599060301200704,3.228593938860376,0.8800205878528883,3.89523120313537e-17,0.02024592259242163
231013,gA3dC+,0.5018662166603922,2.552386549637249,0.9526494702068696,1.828197084907822e-26,0.023121115235882703
231013,gB2dC+,0.6776720045946978,1.9673058816370976,0.9810299011809909,7.34669230068073e-36,0.01932844845541969
231013,gB2dsdC,0.23097712505219586,3.293600363697711,0.8996860651109948,6.667740824752103e-19,0.01617628949185478
231013,gB6FL+,0.4751662498249109,2.64253918813323,0.9493544387031142,8.852287996819838e-26,0.022699311359420358
231013,gC3FL+,0.7790222434088255,1.9569660214455924,0.9915903219583244,2.7420955329047625e-44,0.014675288526485574
231013,gC3FL-,0.013599428826155792,3.383108327200374,0.1840176217453783,0.20081016838597596,0.010484799000348134
231013,gC3dC+,0.6864395180726259,2.0486318234155227,0.9804870641218398,1.437269977444455e-35,0.019864932996445466
231013,gC3dsdC,0.35051071184013916,2.9259379069694926,0.8931874444374396,2.789469086378573e-18,0.02547100184902213
231014,a4-gC3rdsFL,0.6009799200088595,1.937651812356754,0.9762730278343467,1.4969330493723877e-33,0.01924033742084845
231014,a4-gC3rdsdC,0.12796806397184338,3.0991421747307206,0.7622398113988864,1.2700015630172094e-10,0.015685249285043654
231014,a4dCdEC6,0.26218976994932386,3.029761446461281,0.9158130797815188,1.1965799042199677e-20,0.016595378421036165
231014,a4dCmCh+,0.006155971600093639,3.546627956040178,0.08984928825016733,0.5349167144747258,0.009849206130345225
231014,aC2FL+,0.015230475750930065,3.6300122368774255,0.1847538484757059,0.19898289178804313,0.011693857570843217
231014,aC2dC+,0.047002074950400416,3.441718432015089,0.32099257858373337,0.02303425795802172,0.020016533597658002
231014,gA1dsdC,0.2481175851317047,2.956527306296724,0.9141243462100245,1.8902724489955464e-20,0.015883702820619877
231014,gA3dC+,0.48781395319664134,2.3113290315616015,0.955882485725349,3.473182176545192e-27,0.021637445742901076
231014,gB2dC+,0.6421579918408064,1.896601880674163,0.9768626439877971,8.237096320505119e-34,0.020292375164681832
231014,gB2dsdC,0.19147778521467454,3.264209848594341,0.861544015637983,9.755589621647592e-16,0.016285939876269726
231014,gC3FL+,0.7274792239698955,1.6956575373593399,0.9914519142914383,4.051019376845027e-44,0.013818078854839771
231014,gC3FL-,-0.003532383950710216,3.4400927550979414,-0.02119694906109434,0.8838342534455649,0.024047854720430265
231014,gC3dC+,0.6929022363893352,1.731899065953122,0.9925686025378817,1.4248764449960635e-45,0.012261192119111329
231014,gC3dsFL,0.18805488064647863,3.135904824958543,0.8144397942621331,6.271186730734075e-13,0.019338318506176268
231014,gC3dsdC,0.36335121202098586,2.7885526051528773,0.871531162998299,1.819458676871214e-16,0.029506690522870232
231117,10x+gA11dC-,0.3135777815017968,2.338120095095406,0.9241326150527941,1.0834612157825468e-21,0.018712655599517274
231117,10xdC+,0.07868653398052175,3.1449395923612586,0.43539258270224607,0.0015771444087636028,0.02348320716158917
231117,12x+gA11dC-,0.301882293973581,2.3334750728110887,0.8880954644932408,8.039323460306208e-18,0.022552422009856625
231117,12xdC+,0.0162244390154502,3.3079785351676927,0.09388578587168298,0.516651045034017,0.024832856899665766
231117,5x+gA11dC-,0.17273082016670802,2.726836956247094,0.8037450947977077,2.114436750688225e-12,0.018455623534918315
231117,5xdC+,0.19907696032782934,2.3931065042475836,0.46324742369859845,0.0007045687900010225,0.05497096012513675
231117,a4+10x,0.171840787398368,2.8241523708383087,0.7197120905498451,3.868925405122959e-09,0.023926374234647288
231117,a4+12x,0.14934032151231608,2.8195680406263923,0.5579730426640571,2.5535603149974432e-05,0.03205882444521141
231117,a4+5x,0.05314797370056655,3.075529429237205,0.38833402019954155,0.00532357476615752,0.01820391504173797
231117,a4+gA11dC-,0.32967116953869424,2.401539977074968,0.9011648371469655,4.749146287347514e-19,0.02288873232841049
231117,a4+gC3FL-,0.37042625226600756,2.0860360923060446,0.9143413220866042,1.783360205727337e-20,0.023679261962614825
231117,a4dCmCh+,0.05616577256800004,2.988003006741449,0.45232036512776375,0.0009743735844073615,0.015984515842902797
231117,gA11dC+,0.6355876604638391,1.4665760953242293,0.9774934125846269,4.272999159809795e-34,0.019799460040476165
231117,gA11dC-,-0.058585190582253144,3.450346193224311,-0.6258980073121272,1.1693595739528485e-06,0.010536717094911661
231117,gC3FL+,0.755244064981079,1.5628254883671695,0.9887689499597593,2.753450327539003e-41,0.016476851555040774
231215,10x+gA11dC-,0.22944221656099323,2.6768548848024816,0.8594453034284707,1.365547612164338e-15,0.019699211959374293
231215,10xdC+,0.029186526078515348,3.0957239169384088,0.16557689178570983,0.25554387847525295,0.02535697119379105
231215,12x+gA11dC-,0.15866863919242588,2.9638991146045526,0.6063941324995925,3.050439054272315e-06,0.030031174983416706
231215,12xdC+,0.16581544462934644,2.8919748740071025,0.6260223105240323,1.5048679930662247e-06,0.030128141118554358
231215,5x+gA11dC-,0.1638076422475053,2.9098905292739503,0.7757146835813977,3.697897207527898e-11,0.019235281319626835
231215,5xdC+,0.09119848434155756,2.9626718322575387,0.2802939950884774,0.053653778844202964,0.04604975548938811
231215,a4+10x,0.09873222945795761,3.1590879808965986,0.4807417331489314,0.0004717155715104142,0.0262681542667981
231215,a4+12x,0.17603965775179004,2.752319400031359,0.44162821768653077,0.001489914383872371,0.0521666730702686
231215,a4+5x,0.1686813135762916,2.5654165950644057,0.5719012561960297,1.4342298299786503e-05,0.034922868802896016
231215,a4+gA11dC-,0.2505385766192353,2.7083243785462816,0.8712807203111461,1.9009257292811723e-16,0.02036981829263001
231215,a4dCmCh+,0.11445126093103726,2.8266332787070922,0.5422651569140093,5.705782161611023e-05,0.02586702379974085
231215,gA11dC+,0.6396602198197033,1.8253563305382783,0.9867083647507552,1.5336787742776326e-39,0.01520534162019041
231215,gA11dC-,0.05010329220811292,2.6916186313767767,0.7163683298793879,4.929364308149733e-09,0.007043554421418656
231215,gC3FL+,0.7506225553790472,1.814614477549188,0.9938237407727901,1.704255661632366e-47,0.01209755941859344
231215,gC3FL+unstained,0.025991713512219728,2.930537619032687,0.38846398373326124,0.005306951455645825,0.00889901343577922
231220,10x+gA11dC-,0.27232581260380884,2.5011320812650863,0.8260425495092297,1.531059715297791e-13,0.026819009531439245
231220,10xdC+,0.09621974453416543,2.9235351755203816,0.632217633630197,8.449442595990207e-07,0.01702007462951848
231220,12x+gA11dC-,0.22161155568081672,2.7010920288822273,0.8076472460392796,1.3690159667926494e-12,0.023353722394049876
231220,12xdC+,0.1002587378149364,2.7226294039782384,0.4378545769613236,0.001653113019304347,0.030027918722644292
231220,5x+gA11dC-,0.2020282446013152,2.547652493419236,0.8904456121084631,4.964370917208779e-18,0.014903252357930812
231220,5xdC+,0.10557340234409979,2.782357181901239,0.4256396256303134,0.002058778085513699,0.03239581876416573
231220,a4+10x,0.12544844603454167,3.1058325847311683,0.5723463680601774,1.7330818571178578e-05,0.02621667552627996
231220,a4+12x,0.12351903913982551,2.9215858390998606,0.5031449749157613,0.00019595890295527547,0.03062213200149138
231220,a4+5x,0.08488643717593028,3.0356773652278406,0.5039281648394538,0.00022298874831031996,0.021222990342410996
231220,a4+gA11dC-,0.2805383408404537,2.6456615853403043,0.8563361069670471,2.2254069236699397e-15,0.024419089730026083
231220,a4dCmCh+,0.12720425145463835,2.7171582821698097,0.6540616284266864,2.592359372002474e-07,0.02123428042527289
231220,gA11dC+,0.6295088832569057,1.5808820609678542,0.9865175720097034,2.1545997070519736e-39,0.015073242255382957
231220,gA11dC-,0.019685316936962356,2.7928561258618556,0.39142220121225635,0.004940650834819363,0.00667980607767279
231220,gC3FL+,0.7426501907762972,1.5733771901659117,0.9928913168327475,4.926945568329441e-46,0.012849858702457133
231220,gC3FL-unstained,0.002943422925616267,2.99942563998921,0.056880672917416185,0.6947981078601821,0.007456991092619755
240111,14xdC+,-0.053057891881306996,3.178624805930443,-0.454752172670266,0.000907385359025481,0.01499843924270767
240111,a4dCmCh+,-0.025026343307178223,3.1637499079434077,-0.10231251108325652,0.4795546549208014,0.03512068597246447
240111,b17FL+,0.688433035923285,2.3325421331164455,0.9564834573588278,1.25578985855824e-24,0.032026928751733005
240111,b17ec56,0.2326277893750377,2.2918943481941048,0.867391999687159,3.709815236418297e-16,0.019263188427116888
240111,gA11dC+,0.6522365217631242,0.9930511282232728,0.9786645509360726,1.2006511207651076e-34,0.019764581262047883
240111,gA11ec56,0.26730686060936093,2.194368252639788,0.8326482034340286,6.544241786102175e-14,0.0256615378648346
240111,gB6dC+,0.6425775166644552,1.373495391770613,0.9778080553492157,3.0585404175067087e-34,0.019871975697157724
240111,gB6dsdC,0.22705893183746664,2.7762047461816866,0.7824359134232675,1.9350466854868293e-11,0.026083733928634178
240111,gB6ec56,0.3309691656892271,2.430566040398255,0.7181613886414024,4.330763204707083e-09,0.046288924183565075
240111,gC3FL+,0.7361538152763362,1.0966066066316453,0.9885316553873161,4.5358892074781385e-41,0.01623207307557392
240111,gC3FL-,-0.08447703614043671,3.1854758045782727,-0.7511081114754234,5.07433528456826e-10,0.010830515759956761
240111,gC3FL-unstained,-0.061904340355462883,2.9883521921691414,-0.7407303610359872,1.1674992707511652e-09,0.008189428751507027
240111,gC3ec56*,0.35199187985639085,1.674594084599468,0.8210317021465587,2.8499542502097333e-13,0.035326361307909775
240112,14xdC+,0.050670972588416074,2.8744714650386713,0.19131778913236772,0.18788752158594044,0.03791907338637118
240112,a4dCmCh+,0.04491475255835173,2.8324257907466683,0.5196466390519793,0.0001100572490428302,0.01065889033226887
240112,b17FL+,0.6753038445391404,2.5727600994488173,0.8536846617953563,6.489290096188319e-15,0.060091863308322196
240112,b17dsdC,0.3244743867661375,2.5747000464934118,0.893395874506011,6.000475162505378e-18,0.02380100348140791
240112,b17ec56,0.18601094713069968,2.737627727711574,0.8091972188928795,1.1487588663926172e-12,0.019493903415198372
240112,gA11dC+,0.6851800638794324,1.2995362641060453,0.9678343877612178,2.022089499831888e-30,0.025708292619671794
240112,gA11dsdC,0.3241060786597733,2.6060382852697868,0.8180910326792293,4.0675631402564666e-13,0.03288514733806554
240112,gA11ec56,0.21958139375570992,2.5878365516844255,0.7482798065316902,4.1985768789333893e-10,0.028097998984588937
240112,gB6dC+,0.6309309019030833,1.6768787391768014,0.9780349209990252,2.3961334499857247e-34,0.01940841994826934
240112,gB6dsdC,0.3167807820243597,2.484577569052866,0.9306655300839182,1.3448727651937184e-22,0.017975157328472793
240112,gB6ec56,0.29399927935678505,2.7081081590871454,0.6935224710796781,2.3638244065784918e-08,0.04408185993324628
240112,gC3FL+,0.7999163791245123,1.2509869290086666,0.9913465316044331,5.429618100109156e-44,0.01528857493670803
240112,gC3FL-,-0.021634093894623112,2.9552936457798373,-0.4594837525569746,0.0007887649254566805,0.006036037665451434
240112,gC3dsdC,0.43941944846153563,2.1471234454894152,0.9186746759283517,5.392069062091305e-21,0.027271591571816106
240112,gC3ec56*,0.3798360984164519,1.9243088600935152,0.8533232349441627,3.533923563978432e-15,0.03349795488430747
240113,14xdC+,-0.0031072501985901697,2.685555946220942,-0.02798453240656482,0.8486258553935435,0.01618971183795238
240113,22xdC+,0.030188379230365155,2.536198305735737,0.11636894685894726,0.4258782433469047,0.037583145276331206
240113,a4dCmCh+,0.06251167061801077,2.604265258487026,0.36631973821608854,0.0088863970208312,0.022918776406618265
240113,b17FL+,0.7717965783306994,2.0251180021390596,0.996493824125517,3.8830149581582713e-50,0.009659904092873005
240113,b17dsdC,0.3133919525996623,2.4085270420391804,0.7464492109245315,4.883162487114373e-10,0.040325282793892615
240113,b17ec56,0.16890252749733844,2.334773395799645,0.6894273386654644,3.083947879926689e-08,0.025614058642418565
240113,gA11dsdC,0.2838981056335252,2.3878333938035965,0.6723489977442065,8.937311476860558e-08,0.04511451798472982
240113,gA11ec56,0.23280057242646937,2.2033344904564003,0.6968729404997207,1.8954232948792815e-08,0.03458173984560616
240113,gB6dC+,0.7181538220369852,0.8544785794936387,0.9876627263470033,1.6728402948116966e-39,0.016608898415955857
240113,gB6dsdC,0.30932943837481924,2.181057509882086,0.8696316488508293,2.530708191272534e-16,0.025347166025685836
240113,gB6ec56,0.3137701352738149,2.367291418079587,0.6824761869764456,4.7963241435921316e-08,0.04850272035412921
240113,gC3FL+,0.8250245542435051,0.9163307166820944,0.9926635487453974,1.047628042642601e-45,0.014504547587585629
240113,gC3FL-,-0.11613059959216403,2.9108191192433814,-0.4883192468458752,0.00032109707491492827,0.029955032645850286
240113,gC3dsdC,0.4800768850426813,1.6516640558525206,0.952608244001276,1.865915276803372e-26,0.022127624922564263
240113,gC3ec56,0.36647237940836985,1.7498802932865027,0.906556414823766,1.3151603566327192e-19,0.024627785965867306
240131,14x+gA11dC-,-0.03055166115286674,3.085646675765762,-0.12351594095733796,0.3927846927268158,0.0354285052058579
240131,14xdC+,-0.072200710500039,3.0898497784469385,-0.4221021887783912,0.002263364583927077,0.022381756970120594
240131,22x+gA11dC-,-0.1609893913755607,3.4310567908219793,-0.4671259390468189,0.000626346301803028,0.04398338438026806
240131,22xdC+,-0.08652530037118358,3.0406877623554465,-0.46912273041199576,0.0005892049378754051,0.023510514056015456
240131,a4+14x,0.07676523462226863,2.717547064931686,0.4212093967501472,0.002317766675154607,0.023858090554011786
240131,a4+22x,0.024573114110167323,2.8815743294252982,0.0790876353172899,0.5851032146466653,0.04470627634563286
240131,a4+gA11dC-,0.21622232811059391,2.3469423320465004,0.8221358562045725,2.489432947412391e-13,0.02161080332648608
240131,a4dCmCh+,-0.01988348238219733,2.7990208184471146,-0.19212198210341247,0.18134100106140952,0.0146597989853243
240131,gA11dC+,0.6429869523528452,1.0032919810847858,0.9725093634148921,4.915413987310248e-32,0.02222233473766319
240131,gA11dC-,-0.18458070227523227,3.5275312514002883,-0.7472565167335046,6.945677467612769e-10,0.02394340830842185
240131,gC3FL+,0.7827051821983164,0.9436947098051967,0.9896875969617918,3.58799852451948e-42,0.01635128349781377
240131,gC3FL-,-0.07906593573336698,2.8619818398941117,-0.5922846923798974,7.3586103980597836e-06,0.015689129449768968
240131,gC3FL-unstained,-0.10420368256515564,2.938950013804533,-0.6485981555759401,4.6636016912576786e-07,0.017836837349113264
240131,gC3dsdC,0.3647720278532221,2.1296689903478967,0.8673751478144839,3.720409160228233e-16,0.03020801429246772
240131,gC3ec56,0.349045996706035,1.8428144267992983,0.8901924306205,5.231734076123473e-18,0.025783822014504503
240201,14x+gA11dC-,0.11098254950169696,2.404417837911138,0.5528998514860265,3.130642924799247e-05,0.02414136023254492
240201,14xdC+,0.04799876238049631,2.7064271804579736,0.14251042367361685,0.323513228586116,0.048117970309475774
240201,22x+gA11dC-,-0.04937268444594317,3.037168516357567,-0.2917827903676984,0.03978173553152868,0.023360623723986302
240201,22xdC+,-0.011323379911204757,2.886731987993314,-0.0603007283643914,0.6774211159914119,0.027054647321348078
240201,a4+14x,0.09759905774876543,2.6227864807316283,0.5847888437704396,8.21168719661438e-06,0.019540970854719557
240201,a4+22x,0.036373508779435286,2.8845936724684176,0.15407148200114212,0.28539006445460274,0.033668634765158516
240201,a4+gA11dC-,0.30188579807484656,2.124857904390346,0.8745081867680831,1.073311720315527e-16,0.024166266046827
240201,a4dCmCh+,0.057226033460927,2.5440106188973073,0.3261785047459403,0.020793363019644965,0.0239381790477951
240201,gA11dC+,0.6455820816653673,1.1134156924077643,0.9848485907602702,3.4813618009517196e-38,0.016407846611245065
240201,gA11dC-,-0.14920898742567748,3.2100961869961595,-0.6900387002204934,4.1374121110550346e-08,0.022828357610231848
240201,gC3FL+,0.7882279811275139,1.1786270159018724,0.9919742835916717,8.970922901618227e-45,0.014501555335903405
240201,gC3FL-,-0.10147406688636157,3.0170009198533263,-0.666717419738256,1.694424335537066e-07,0.016546328024232435
240201,gC3FL-unstained,-0.08948634542632612,2.8394453273212297,-0.6439412403745266,5.98514047272359e-07,0.015508349714894313
240201,gC3dsdC,0.439757143194127,1.7777003582635236,0.9278260416759884,3.411604628686417e-22,0.025518192519942452
240201,gC3ec56,0.3510925059021205,1.856595191741528,0.8904991049918062,4.90957346335098e-18,0.025891936069571478
